sampno,perno,dayno,appdate,apptrips,app_activity_begin,app_activity_end,location_activity,acceleration_activity,removed_places,home_start,home_end
70030005,1,3,2018-11-30,-9,-9,-9,-9,-9,-9,-9,-9
70030005,1,4,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70030005,1,5,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70030005,1,6,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70030005,1,7,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70030028,1,2,2018-11-30,8,0,0,1,1,0,1,1
70030028,1,3,2018-12-01,5,0,0,1,1,0,1,1
70030028,1,4,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70030028,1,5,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70030028,1,6,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70030028,1,7,2018-12-05,-9,-9,-9,-9,-9,-9,-9,-9
70030028,2,2,2018-11-30,9,0,0,1,1,10,1,1
70030028,2,3,2018-12-01,2,0,0,1,1,1,1,1
70030028,2,4,2018-12-02,4,0,1,1,1,3,1,0
70030028,2,5,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70030028,2,6,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70030028,2,7,2018-12-05,-9,-9,-9,-9,-9,-9,-9,-9
70030033,1,2,2018-11-28,5,0,0,1,1,1,1,1
70030033,1,3,2018-11-29,2,0,1,1,1,1,1,0
70030033,1,4,2018-11-30,-9,-9,-9,-9,-9,-9,-9,-9
70030033,1,5,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70030033,1,6,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70030033,1,7,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70030034,2,2,2018-11-30,1,1,0,-9,1,0,1,0
70030034,2,3,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70030034,2,4,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70030034,2,5,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70030034,2,6,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70030034,2,7,2018-12-05,-9,-9,-9,-9,-9,-9,-9,-9
70030037,1,2,2018-11-27,7,0,0,1,1,0,1,1
70030037,1,3,2018-11-28,5,0,0,1,1,0,1,0
70030037,1,4,2018-11-29,15,0,0,1,1,21,0,1
70030037,1,5,2018-11-30,2,0,1,1,1,0,1,1
70030037,1,6,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70030037,1,7,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70030047,1,2,2018-11-28,2,0,0,1,1,1,1,1
70030047,1,3,2018-11-29,2,0,1,1,1,0,1,0
70030047,1,4,2018-11-30,-9,-9,-9,-9,-9,-9,-9,-9
70030047,1,5,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70030047,1,6,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70030047,1,7,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70030054,1,2,2018-11-27,10,0,0,1,1,3,1,1
70030054,1,3,2018-11-28,9,0,0,1,1,4,1,1
70030054,1,4,2018-11-29,4,0,0,1,1,1,1,1
70030054,1,5,2018-11-30,15,0,0,1,1,10,1,1
70030054,1,6,2018-12-01,9,0,0,1,1,2,1,1
70030054,1,7,2018-12-02,4,0,1,1,1,1,1,1
70030058,1,2,2018-11-28,6,0,0,1,1,0,1,1
70030058,1,3,2018-11-29,9,0,0,1,1,0,1,1
70030058,1,4,2018-11-30,9,0,0,1,1,1,1,1
70030058,1,5,2018-12-01,9,0,0,1,1,0,1,1
70030058,1,6,2018-12-02,2,0,0,1,1,0,1,1
70030058,1,7,2018-12-03,9,0,0,1,1,3,1,1
70030088,1,2,2018-11-27,2,0,0,1,1,0,1,1
70030088,1,3,2018-11-28,0,0,0,1,1,1,1,1
70030088,1,4,2018-11-29,2,0,0,1,1,0,1,1
70030088,1,5,2018-11-30,7,0,0,1,1,1,1,1
70030088,1,6,2018-12-01,7,0,0,1,1,2,1,1
70030088,1,7,2018-12-02,12,0,0,1,1,7,1,1
70030088,2,2,2018-11-27,2,0,0,1,1,0,1,0
70030088,2,3,2018-11-28,0,0,0,-9,-9,0,0,0
70030088,2,4,2018-11-29,0,0,0,-9,-9,0,0,0
70030088,2,5,2018-11-30,0,0,0,-9,-9,0,0,0
70030088,2,6,2018-12-01,1,0,0,1,1,0,0,0
70030088,2,7,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70030098,1,2,2018-11-28,6,0,0,1,1,1,1,1
70030098,1,3,2018-11-29,-9,-9,-9,-9,-9,-9,-9,-9
70030098,1,4,2018-11-30,-9,-9,-9,-9,-9,-9,-9,-9
70030098,1,5,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70030098,1,6,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70030098,1,7,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70030101,1,2,2018-11-27,4,0,0,1,1,2,1,0
70030101,1,3,2018-11-28,7,0,0,1,1,5,0,1
70030101,1,4,2018-11-29,10,0,0,1,1,6,1,1
70030101,1,5,2018-11-30,11,0,1,1,1,7,1,0
70030101,1,6,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70030101,1,7,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70030101,2,2,2018-11-27,6,0,0,1,1,15,1,1
70030101,2,3,2018-11-28,10,0,0,1,1,69,1,1
70030101,2,4,2018-11-29,7,0,0,1,1,6,1,1
70030101,2,5,2018-11-30,5,0,0,1,1,13,1,1
70030101,2,6,2018-12-01,3,0,1,1,1,12,1,1
70030101,2,7,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70030116,1,2,2018-11-27,17,0,0,1,1,7,1,1
70030116,1,3,2018-11-28,8,0,0,1,1,6,1,1
70030116,1,4,2018-11-29,9,0,0,1,1,7,1,1
70030116,1,5,2018-11-30,8,0,0,1,1,5,1,1
70030116,1,6,2018-12-01,16,0,0,1,1,7,1,1
70030116,1,7,2018-12-02,2,0,1,1,1,0,1,1
70030116,2,2,2018-11-27,5,0,1,1,1,1,1,1
70030116,2,3,2018-11-28,-9,-9,-9,-9,-9,-9,-9,-9
70030116,2,4,2018-11-29,-9,-9,-9,-9,-9,-9,-9,-9
70030116,2,5,2018-11-30,-9,-9,-9,-9,-9,-9,-9,-9
70030116,2,6,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70030116,2,7,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70030124,1,2,2018-12-01,0,0,0,-9,-9,0,1,1
70030124,1,3,2018-12-02,0,0,0,1,1,0,1,1
70030124,1,4,2018-12-03,0,0,0,-9,1,0,1,1
70030124,1,5,2018-12-04,0,0,0,-9,-9,0,1,1
70030124,1,6,2018-12-05,4,0,0,1,1,0,1,1
70030124,1,7,2018-12-06,-9,-9,-9,-9,-9,-9,-9,-9
70030126,1,2,2018-11-27,1,0,0,1,1,0,0,1
70030126,1,3,2018-11-28,2,0,0,1,1,0,1,1
70030126,1,4,2018-11-29,7,0,1,1,1,3,1,1
70030126,1,5,2018-11-30,-9,-9,-9,-9,-9,-9,-9,-9
70030126,1,6,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70030126,1,7,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70030127,1,2,2018-11-30,7,0,0,-9,-9,0,0,1
70030127,1,3,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70030127,1,4,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70030127,1,5,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70030127,1,6,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70030127,1,7,2018-12-05,-9,-9,-9,-9,-9,-9,-9,-9
70030129,1,2,2018-11-30,3,0,1,1,1,1,1,1
70030129,1,3,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70030129,1,4,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70030129,1,5,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70030129,1,6,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70030129,1,7,2018-12-05,-9,-9,-9,-9,-9,-9,-9,-9
70030131,1,2,2018-11-28,2,0,0,-9,-9,0,0,1
70030131,1,3,2018-11-29,4,0,0,-9,-9,0,1,1
70030131,1,4,2018-11-30,3,0,0,-9,-9,0,1,1
70030131,1,5,2018-12-01,5,1,0,-9,1,0,0,1
70030131,1,6,2018-12-02,3,0,0,-9,-9,0,0,1
70030131,1,7,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70030137,1,2,2018-11-29,10,0,0,1,1,5,1,0
70030137,1,3,2018-11-30,15,0,0,1,1,5,0,1
70030137,1,4,2018-12-01,4,0,0,1,1,2,1,1
70030137,1,5,2018-12-02,0,0,0,-9,-9,0,1,1
70030137,1,6,2018-12-03,11,0,0,1,1,1,1,0
70030137,1,7,2018-12-04,8,0,1,1,1,5,0,1
70030161,1,2,2018-12-01,0,0,0,-9,-9,0,1,1
70030161,1,3,2018-12-02,0,0,0,-9,-9,0,1,1
70030161,1,4,2018-12-03,2,0,0,1,1,0,1,1
70030161,1,5,2018-12-04,4,0,0,1,1,0,1,1
70030161,1,6,2018-12-05,6,0,0,1,1,4,1,1
70030161,1,7,2018-12-06,7,0,0,1,1,2,1,0
70030161,2,2,2018-12-01,4,0,0,1,1,1,1,1
70030161,2,3,2018-12-02,9,0,0,1,1,1,1,1
70030161,2,4,2018-12-03,9,0,0,1,1,0,1,1
70030161,2,5,2018-12-04,4,0,0,1,1,0,1,1
70030161,2,6,2018-12-05,7,0,0,1,1,0,1,1
70030161,2,7,2018-12-06,8,0,0,1,1,2,1,1
70031635,1,2,2018-11-30,0,0,0,-9,-9,0,1,1
70031635,1,3,2018-12-01,2,0,0,1,1,0,1,1
70031635,1,4,2018-12-02,0,0,0,-9,-9,0,1,1
70031635,1,5,2018-12-03,0,0,0,-9,-9,0,1,1
70031635,1,6,2018-12-04,2,0,1,1,1,0,1,0
70031635,1,7,2018-12-05,-9,-9,-9,-9,-9,-9,-9,-9
70031646,1,2,2018-11-27,7,0,0,1,1,1,1,1
70031646,1,3,2018-11-28,2,0,1,1,1,0,1,0
70031646,1,4,2018-11-29,-9,-9,-9,-9,-9,-9,-9,-9
70031646,1,5,2018-11-30,-9,-9,-9,-9,-9,-9,-9,-9
70031646,1,6,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70031646,1,7,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031647,1,2,2018-11-30,1,1,0,-9,-9,0,0,1
70031647,1,3,2018-12-01,6,0,0,1,1,5,1,1
70031647,1,4,2018-12-02,5,0,0,1,1,1,1,1
70031647,1,5,2018-12-03,5,0,1,1,1,1,1,1
70031647,1,6,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70031647,1,7,2018-12-05,-9,-9,-9,-9,-9,-9,-9,-9
70031660,1,2,2018-11-30,10,0,0,1,1,6,1,1
70031660,1,3,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70031660,1,4,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031660,1,5,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031660,1,6,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70031660,1,7,2018-12-05,-9,-9,-9,-9,-9,-9,-9,-9
70031668,1,2,2018-11-28,2,0,0,-9,-9,0,1,1
70031668,1,3,2018-11-29,4,0,0,-9,-9,0,1,1
70031668,1,4,2018-11-30,2,0,0,-9,-9,0,1,1
70031668,1,5,2018-12-01,3,0,0,-9,-9,0,1,1
70031668,1,6,2018-12-02,3,0,0,-9,-9,0,1,1
70031668,1,7,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031683,1,2,2018-12-07,3,0,0,1,1,2,1,0
70031683,1,3,2018-12-08,0,0,0,1,1,2,0,0
70031683,1,4,2018-12-09,0,0,0,-9,-9,0,0,0
70031683,1,5,2018-12-10,2,0,0,1,1,0,0,0
70031683,1,6,2018-12-11,3,0,0,1,1,1,0,1
70031683,1,7,2018-12-12,2,0,1,1,1,4,1,0
70031683,2,2,2018-12-07,2,0,0,1,1,1,1,0
70031683,2,3,2018-12-08,-9,-9,-9,-9,-9,-9,-9,-9
70031683,2,4,2018-12-09,-9,-9,-9,-9,-9,-9,-9,-9
70031683,2,5,2018-12-10,-9,-9,-9,-9,-9,-9,-9,-9
70031683,2,6,2018-12-11,-9,-9,-9,-9,-9,-9,-9,-9
70031683,2,7,2018-12-12,-9,-9,-9,-9,-9,-9,-9,-9
70031685,1,2,2018-12-01,0,0,0,-9,-9,0,1,1
70031685,1,3,2018-12-02,0,0,0,-9,-9,0,1,1
70031685,1,4,2018-12-03,4,0,0,1,1,0,1,1
70031685,1,5,2018-12-04,3,0,0,1,1,0,1,0
70031685,1,6,2018-12-05,6,0,0,1,1,2,0,1
70031685,1,7,2018-12-06,2,0,1,1,1,5,1,1
70031706,1,2,2018-11-29,1,0,0,-9,-9,0,1,0
70031706,1,3,2018-11-30,1,0,0,-9,-9,0,0,0
70031706,1,4,2018-12-01,0,1,0,-9,1,1,0,0
70031706,1,5,2018-12-02,0,0,0,1,1,1,0,0
70031706,1,6,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031706,1,7,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70031786,1,2,2018-12-01,13,0,0,1,1,2,1,1
70031786,1,3,2018-12-02,0,0,0,-9,-9,0,1,1
70031786,1,4,2018-12-03,3,0,0,1,1,0,1,1
70031786,1,5,2018-12-04,2,0,0,1,1,0,1,1
70031786,1,6,2018-12-05,5,0,0,1,1,3,1,0
70031786,1,7,2018-12-06,-9,-9,-9,-9,-9,-9,-9,-9
70031804,1,2,2018-11-27,2,0,1,1,1,0,1,0
70031804,1,3,2018-11-28,-9,-9,-9,-9,-9,-9,-9,-9
70031804,1,4,2018-11-29,-9,-9,-9,-9,-9,-9,-9,-9
70031804,1,5,2018-11-30,-9,-9,-9,-9,-9,-9,-9,-9
70031804,1,6,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70031804,1,7,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031805,1,2,2018-11-29,1,0,1,1,1,0,1,0
70031805,1,3,2018-11-30,-9,-9,-9,-9,-9,-9,-9,-9
70031805,1,4,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70031805,1,5,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031805,1,6,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031805,1,7,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70031805,2,2,2018-11-29,9,0,1,1,1,3,1,0
70031805,2,3,2018-11-30,-9,-9,-9,-9,-9,-9,-9,-9
70031805,2,4,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70031805,2,5,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031805,2,6,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031805,2,7,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70031813,3,2,2018-12-01,0,0,0,-9,-9,0,0,0
70031813,3,3,2018-12-02,0,0,0,1,1,1,0,0
70031813,3,4,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031813,3,5,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70031813,3,6,2018-12-05,-9,-9,-9,-9,-9,-9,-9,-9
70031813,3,7,2018-12-06,-9,-9,-9,-9,-9,-9,-9,-9
70031814,1,2,2018-12-01,4,0,0,1,1,0,0,1
70031814,1,3,2018-12-02,3,0,0,1,1,1,1,1
70031814,1,4,2018-12-03,2,0,1,1,1,3,1,0
70031814,1,5,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70031814,1,6,2018-12-05,-9,-9,-9,-9,-9,-9,-9,-9
70031814,1,7,2018-12-06,-9,-9,-9,-9,-9,-9,-9,-9
70031822,1,2,2018-11-29,4,0,0,1,1,5,1,1
70031822,1,3,2018-11-30,2,0,1,1,1,0,1,0
70031822,1,4,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70031822,1,5,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031822,1,6,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031822,1,7,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70031822,3,2,2018-11-29,8,0,0,1,1,3,0,0
70031822,3,3,2018-11-30,18,0,0,1,1,5,0,0
70031822,3,4,2018-12-01,3,0,0,1,1,0,0,0
70031822,3,5,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031822,3,6,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031822,3,7,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70031827,1,2,2018-11-28,3,0,0,1,1,2,1,0
70031827,1,3,2018-11-29,4,0,1,1,1,0,0,0
70031827,1,4,2018-11-30,-9,-9,-9,-9,-9,-9,-9,-9
70031827,1,5,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70031827,1,6,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031827,1,7,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031828,1,2,2018-11-27,1,0,1,1,1,0,1,0
70031828,1,3,2018-11-28,-9,-9,-9,-9,-9,-9,-9,-9
70031828,1,4,2018-11-29,-9,-9,-9,-9,-9,-9,-9,-9
70031828,1,5,2018-11-30,-9,-9,-9,-9,-9,-9,-9,-9
70031828,1,6,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70031828,1,7,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031847,1,2,2018-11-30,2,1,1,1,1,0,1,1
70031847,1,3,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70031847,1,4,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031847,1,5,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031847,1,6,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70031847,1,7,2018-12-05,-9,-9,-9,-9,-9,-9,-9,-9
70031849,1,2,2018-12-01,4,0,0,1,1,1,1,1
70031849,1,3,2018-12-02,1,0,0,1,1,0,0,1
70031849,1,4,2018-12-03,7,0,0,1,1,1,0,1
70031849,1,5,2018-12-04,6,0,0,1,1,1,1,1
70031849,1,6,2018-12-05,5,0,0,1,1,1,1,1
70031849,1,7,2018-12-06,6,0,0,1,1,1,1,1
70031849,2,2,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70031849,2,3,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031849,2,4,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031849,2,5,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70031849,2,6,2018-12-05,5,0,0,-9,-9,0,0,1
70031849,2,7,2018-12-06,-9,-9,-9,-9,-9,-9,-9,-9
70031859,1,2,2018-11-28,6,0,0,1,1,0,1,0
70031859,1,3,2018-11-29,2,0,0,1,1,1,0,1
70031859,1,4,2018-11-30,7,0,0,-9,-9,1,0,1
70031859,1,5,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70031859,1,6,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031859,1,7,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031860,2,2,2018-12-04,7,0,0,1,1,3,1,1
70031860,2,3,2018-12-05,7,0,0,1,1,2,1,1
70031860,2,4,2018-12-06,2,0,1,1,1,0,1,0
70031860,2,5,2018-12-07,-9,-9,-9,-9,-9,-9,-9,-9
70031860,2,6,2018-12-08,-9,-9,-9,-9,-9,-9,-9,-9
70031860,2,7,2018-12-09,-9,-9,-9,-9,-9,-9,-9,-9
70031861,2,2,2018-11-27,0,0,0,-9,-9,0,1,1
70031861,2,3,2018-11-28,5,0,0,1,1,1,1,0
70031861,2,4,2018-11-29,3,0,0,1,1,0,0,1
70031861,2,5,2018-11-30,1,0,0,1,1,1,1,0
70031861,2,6,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70031861,2,7,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031872,1,2,2018-11-27,3,0,0,1,1,1,1,1
70031872,1,3,2018-11-28,5,0,0,1,1,0,1,1
70031872,1,4,2018-11-29,5,0,0,1,1,0,1,1
70031872,1,5,2018-11-30,4,0,0,1,1,1,1,1
70031872,1,6,2018-12-01,8,0,0,1,1,1,1,1
70031872,1,7,2018-12-02,4,0,0,1,1,1,1,1
70031872,2,2,2018-11-27,3,0,0,1,1,2,1,1
70031872,2,3,2018-11-28,2,0,0,1,1,0,1,1
70031872,2,4,2018-11-29,9,0,0,1,1,0,1,1
70031872,2,5,2018-11-30,5,0,0,1,1,1,1,1
70031872,2,6,2018-12-01,3,0,0,1,1,3,1,1
70031872,2,7,2018-12-02,3,0,1,1,1,5,1,1
70031888,1,2,2018-11-28,6,0,0,1,1,1,1,0
70031888,1,3,2018-11-29,4,0,0,1,1,2,0,1
70031888,1,4,2018-11-30,6,0,0,1,1,0,1,1
70031888,1,5,2018-12-01,2,0,0,1,1,0,1,1
70031888,1,6,2018-12-02,1,0,0,1,1,2,1,0
70031888,1,7,2018-12-03,7,0,0,1,1,2,0,1
70031899,1,2,2018-11-29,3,0,1,-9,-9,0,1,0
70031899,1,3,2018-11-30,-9,-9,-9,-9,-9,-9,-9,-9
70031899,1,4,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70031899,1,5,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031899,1,6,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031899,1,7,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70031933,1,2,2018-12-01,1,0,1,1,1,1,1,0
70031933,1,3,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031933,1,4,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031933,1,5,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70031933,1,6,2018-12-05,-9,-9,-9,-9,-9,-9,-9,-9
70031933,1,7,2018-12-06,-9,-9,-9,-9,-9,-9,-9,-9
70031937,1,2,2018-12-04,7,0,1,1,1,4,1,1
70031937,1,3,2018-12-05,-9,-9,-9,-9,-9,-9,-9,-9
70031937,1,4,2018-12-06,-9,-9,-9,-9,-9,-9,-9,-9
70031937,1,5,2018-12-07,-9,-9,-9,-9,-9,-9,-9,-9
70031937,1,6,2018-12-08,-9,-9,-9,-9,-9,-9,-9,-9
70031937,1,7,2018-12-09,-9,-9,-9,-9,-9,-9,-9,-9
70031944,1,2,2018-11-29,1,0,1,1,1,0,1,0
70031944,1,3,2018-11-30,-9,-9,-9,-9,-9,-9,-9,-9
70031944,1,4,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70031944,1,5,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031944,1,6,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031944,1,7,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70031960,1,2,2018-11-30,8,0,0,1,1,1,1,1
70031960,1,3,2018-12-01,4,0,0,1,1,0,1,1
70031960,1,4,2018-12-02,3,0,1,1,1,0,1,0
70031960,1,5,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031960,1,6,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70031960,1,7,2018-12-05,-9,-9,-9,-9,-9,-9,-9,-9
70031960,2,2,2018-11-30,1,0,1,1,1,1,1,0
70031960,2,3,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70031960,2,4,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031960,2,5,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031960,2,6,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70031960,2,7,2018-12-05,-9,-9,-9,-9,-9,-9,-9,-9
70031963,1,2,2018-11-29,5,0,0,1,1,0,1,1
70031963,1,3,2018-11-30,7,0,0,1,1,3,1,1
70031963,1,4,2018-12-01,6,0,0,1,1,10,1,1
70031963,1,5,2018-12-02,8,0,0,1,1,1,1,1
70031963,1,6,2018-12-03,6,0,0,1,1,4,1,1
70031963,1,7,2018-12-04,4,0,1,1,1,1,1,1
70031963,2,2,2018-11-29,2,0,1,1,1,1,1,0
70031963,2,3,2018-11-30,-9,-9,-9,-9,-9,-9,-9,-9
70031963,2,4,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70031963,2,5,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031963,2,6,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031963,2,7,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70031970,1,2,2018-12-01,2,0,1,1,1,0,1,1
70031970,1,3,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031970,1,4,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031970,1,5,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70031970,1,6,2018-12-05,-9,-9,-9,-9,-9,-9,-9,-9
70031970,1,7,2018-12-06,-9,-9,-9,-9,-9,-9,-9,-9
70031970,2,2,2018-12-01,2,0,1,1,1,0,1,1
70031970,2,3,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031970,2,4,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031970,2,5,2018-12-04,-9,-9,-9,-9,-9,-9,-9,-9
70031970,2,6,2018-12-05,-9,-9,-9,-9,-9,-9,-9,-9
70031970,2,7,2018-12-06,-9,-9,-9,-9,-9,-9,-9,-9
70031976,1,2,2018-12-04,6,0,0,1,1,1,0,0
70031976,1,3,2018-12-05,5,0,0,1,1,0,0,0
70031976,1,4,2018-12-06,2,0,0,1,1,0,0,0
70031976,1,5,2018-12-07,4,0,0,1,1,0,0,0
70031976,1,6,2018-12-08,9,0,0,1,1,1,0,0
70031976,1,7,2018-12-09,5,0,0,1,1,1,0,0
70031981,1,2,2018-11-28,7,0,0,1,1,0,1,1
70031981,1,3,2018-11-29,5,0,0,1,1,0,1,1
70031981,1,4,2018-11-30,7,0,0,1,1,0,1,1
70031981,1,5,2018-12-01,3,0,0,1,1,0,1,1
70031981,1,6,2018-12-02,7,0,0,1,1,0,1,1
70031981,1,7,2018-12-03,8,0,0,1,1,1,1,1
70031990,1,2,2018-11-28,4,0,0,1,1,0,1,1
70031990,1,3,2018-11-29,5,0,0,1,1,0,1,1
70031990,1,4,2018-11-30,6,0,0,1,1,0,1,1
70031990,1,5,2018-12-01,4,0,0,1,1,0,1,1
70031990,1,6,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031990,1,7,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70031990,2,2,2018-11-28,4,0,0,1,1,2,1,1
70031990,2,3,2018-11-29,7,0,0,1,1,1,1,1
70031990,2,4,2018-11-30,1,0,1,1,1,0,1,1
70031990,2,5,2018-12-01,-9,-9,-9,-9,-9,-9,-9,-9
70031990,2,6,2018-12-02,-9,-9,-9,-9,-9,-9,-9,-9
70031990,2,7,2018-12-03,-9,-9,-9,-9,-9,-9,-9,-9
70032006,1,2,2018-11-27,6,0,0,1,1,0,1,1
70032006,1,3,2018-11-28,8,0,0,1,1,0,1,1
70032006,1,4,2018-11-29,5,0,0,1,1,0,1,1
70032006,1,5,2018-11-30,4,0,0,1,1,0,1,1
70032006,1,6,2018-12-01,12,0,0,1,1,0,1,1
