sampno,perno,placeno,transitno,latitude,longitude,mode,agency_name,line_name,line_short_name,departure_stop_name,arrival_stop_name,imputed
70006985,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70006985,1,2,2,42.01284,-87.663446,BUS,Chicago Transit Authority,OUTER DRIVE EXPRESS,147,SHERIDAN & TOUHY,ROGERS & ASHLAND,2
70006985,1,2,3,42.018395,-87.670317,BUS,Chicago Transit Authority,CENTRAL/RIDGE,201,ROGERS & ASHLAND,HOWARD & RIDGE,2
70006985,1,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70006985,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70006985,1,3,2,42.019062,-87.67289,SUBWAY,Chicago Transit Authority,PURPLE LINE,-9,HOWARD,DEMPSTER,0
70006985,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70006985,1,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70006985,1,4,2,42.041656,-87.681602,SUBWAY,Chicago Transit Authority,PURPLE LINE,-9,DEMPSTER,HOWARD,1
70006985,1,4,3,42.018864,-87.672661,SUBWAY,Chicago Transit Authority,RED LINE,-9,HOWARD,JARVIS,1
70006985,1,4,4,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007000,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007000,1,2,2,41.909496,-87.631721,BUS,Chicago Transit Authority,CLARK,22,CLARK & BURTON,CLARK & KINZIE,0
70007000,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007000,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007000,1,3,2,41.88986,-87.629472,BUS,Chicago Transit Authority,CLARK,22,DEARBORN & HUBBARD,CLARK & BURTON,1
70007000,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007000,1,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007000,1,4,2,41.909496,-87.631721,BUS,Chicago Transit Authority,CLARK,22,CLARK & BURTON,CLARK & KINZIE,1
70007000,1,4,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007000,1,5,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007000,1,5,2,41.889851,-87.629467,BUS,Chicago Transit Authority,CLARK,22,DEARBORN & HUBBARD,CLARK & BURTON,0
70007000,1,5,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007000,2,2,1,-9,-9,KISS AND RIDE,-9,-9,-9,-9,-9,0
70007000,2,2,2,41.878033,-87.635453,BUS,Chicago Transit Authority,LASALLE,156,JACKSON & FRANKLIN,LASALLE & BURTON,0
70007000,2,2,3,-9,-9,PRIVATE SHUTTLE OR SOMETHING ELSE,-9,-9,-9,-9,-9,0
70007000,2,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007000,2,3,2,41.878033,-87.635453,BUS,Chicago Transit Authority,LASALLE,156,JACKSON & FRANKLIN,LASALLE & BURTON,0
70007000,2,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007030,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007030,1,2,2,41.720984,-87.682054,BUS,Chicago Transit Authority,95TH,95,US 12/20 / 95TH & WESTERN,LAFAYETTE & US 12/20 / 95TH,2
70007030,1,2,3,41.722729,-87.624463,SUBWAY,Chicago Transit Authority,RED LINE,RED,95TH/DAN RYAN,JACKSON/STATE,2
70007030,1,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007030,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007030,1,3,2,41.878155,-87.627594,SUBWAY,Chicago Transit Authority,RED LINE,-9,JACKSON,SOX-35TH,1
70007030,1,3,3,41.831257,-87.62955,HEAVY_RAIL,Metra,ROCK ISLAND,RI,35TH STREET / 'LOU' JONES,103RD STREET - BEVERLY HILLS,1
70007030,1,3,4,41.706646,-87.668609,BUS,Chicago Transit Authority,WEST 103RD,103,103RD STREET & HALE,103RD STREET & CALIFORNIA,1
70007030,1,3,5,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007042,2,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007042,2,2,2,42.392129,-87.883789,BUS,PACE,GREEN BAY ROAD,573,SUNSET & IL 131 / GREEN BAY,LEWIS & YORK HOUSE,2
70007042,2,2,3,42.410096,-87.854996,BUS,PACE,LEWIS,569,LEWIS & YORK HOUSE,WASHINGTON & MCAREE,2
70007042,2,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007042,2,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007042,2,3,2,42.377526,-87.855487,BUS,PACE,CASTLECREST VIA MCAREE,561,GLEN FLORA & LEWIS,SUNSET & MCAREE,2
70007042,2,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007053,1,2,1,-9,-9,PRIVATE SHUTTLE OR SOMETHING ELSE,-9,-9,-9,-9,-9,0
70007053,1,2,2,41.96248,-87.647158,BUS,Chicago Transit Authority,INNER DRIVE/MICHIGAN EXPR,146,MARINE DR,STATE & IDA B WELLS DR,2
70007053,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007053,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007053,1,3,2,41.873241,-87.623817,BUS,Chicago Transit Authority,JEFFERY JUMP,J14,BALBO & MICHIGAN,MADISON & LASALLE,1
70007053,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007053,1,5,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007053,1,5,2,41.874039,-87.62748,SUBWAY,Chicago Transit Authority,RED LINE,-9,HARRISON,BELMONT,1
70007053,1,5,3,41.939751,-87.653381,SUBWAY,Chicago Transit Authority,PURPLE LINE,-9,BELMONT,DAVIS,1
70007053,1,5,4,42.047986,-87.684652,HEAVY_RAIL,Metra,UNION PACIFIC NORTH,UP-N,DAVIS STREET/EVANSTON,BRAESIDE,1
70007053,1,5,5,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007053,1,6,1,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007053,1,6,2,42.152949,-87.772874,HEAVY_RAIL,Metra,UNION PACIFIC NORTH,364,BRAESIDE,RAVENSWOOD,2
70007053,1,6,3,41.968798,-87.679245,BUS,Chicago Transit Authority,LAWRENCE,81,LAWRENCE & DAMEN,MARINE DR & WILSON,2
70007053,1,6,4,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007053,2,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007053,2,2,2,41.961096,-87.654778,BUS,Chicago Transit Authority,SHERIDAN,151,SHERIDAN & BROADWAY,MICHIGAN & E DELAWARE PL,2
70007053,2,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007053,2,5,1,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007053,2,5,2,41.882271,-87.640461,HEAVY_RAIL,Metra,UNION PACIFIC NORTH,345,OGILVIE TRANSPORTATION CENTER,BRAESIDE,2
70007053,2,5,3,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007053,2,6,1,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007053,2,6,2,42.16484,-87.78286,HEAVY_RAIL,Metra,UNION PACIFIC NORTH,366,RAVINIA,RAVENSWOOD,2
70007053,2,6,3,41.968798,-87.679245,BUS,Chicago Transit Authority,LAWRENCE,81,LAWRENCE & DAMEN,MARINE DR & WILSON,2
70007053,2,6,4,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007058,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007058,1,2,2,41.498611,-87.702222,HEAVY_RAIL,Metra,METRA ELECTRIC,ME,MATTESON,MILLENNIUM STATION,0
70007058,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007058,1,6,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007058,1,6,2,41.884155,-87.623222,HEAVY_RAIL,Metra,METRA ELECTRIC,709,MILLENNIUM STATION,MATTESON,2
70007058,1,6,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007067,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007067,1,2,2,41.939148,-87.717461,BUS,Chicago Transit Authority,BELMONT,77,BELMONT & CENTRAL PARK,BELMONT & WESTERN/CLYBOURN,1
70007067,1,2,3,41.939079,-87.688202,BUS,Chicago Transit Authority,WESTERN EXPRESS,X49,WESTERN & BELMONT,WESTERN & ROOSEVELT,1
70007067,1,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007067,1,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007067,1,4,2,41.8963,-87.655477,SUBWAY,Chicago Transit Authority,BLUE LINE,BLUE,CHICAGO/MILWAUKEE,BELMONT-O'HARE,2
70007067,1,4,3,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007072,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007072,1,2,2,42.033455,-87.679535,SUBWAY,Chicago Transit Authority,PURPLE LINE,-9,MAIN,MERCHANDISE MART,0
70007072,1,2,3,41.888969,-87.633926,SUBWAY,Chicago Transit Authority,BROWN LINE,-9,MERCHANDISE MART,WASHINGTON/WELLS,0
70007072,1,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007072,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007072,1,3,2,41.882195,-87.633781,SUBWAY,Chicago Transit Authority,PURPLE LINE,-9,WASHINGTON/WELLS,MAIN,0
70007072,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007077,1,2,1,-9,-9,PARK AND RIDE,-9,-9,-9,-9,-9,0
70007077,1,2,2,41.698001,-88.087556,BUS,PACE,CANTERBURY TO EAST LOOP,850,SCHMIDT & BRIARCLIFF,STATE & MONROE,2
70007077,1,2,3,41.880794,-87.627795,SUBWAY,Chicago Transit Authority,RED LINE,RED,MONROE/STATE,SOX-35TH-DAN RYAN,2
70007077,1,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007077,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007077,1,3,2,41.832068,-87.625936,SUBWAY,Chicago Transit Authority,GREEN LINE,GREEN,35-BRONZEVILLE-IIT,STATE/LAKE,2
70007077,1,3,3,41.88578,-87.624551,BUS,PACE,CANTERBURY TO EAST LOOP,850,LAKE & MICHIGAN,SCHMIDT & BRIARCLIFF,2
70007077,1,3,4,-9,-9,PARK AND RIDE,-9,-9,-9,-9,-9,0
70007084,2,3,1,-9,-9,PRIVATE SHUTTLE OR SOMETHING ELSE,-9,-9,-9,-9,-9,0
70007084,2,3,2,41.966284,-87.68853,SUBWAY,Chicago Transit Authority,BROWN LINE,BROWN,WESTERN-RAVENSWOOD,STATE/LAKE,2
70007084,2,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007084,2,4,1,-9,-9,PRIVATE SHUTTLE OR SOMETHING ELSE,-9,-9,-9,-9,-9,0
70007084,2,4,2,41.884994,-87.62778,SUBWAY,Chicago Transit Authority,RED LINE,-9,LAKE,BELMONT,0
70007084,2,4,3,41.939751,-87.653381,SUBWAY,Chicago Transit Authority,BROWN LINE,-9,BELMONT,MONTROSE,0
70007084,2,4,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007095,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007095,1,2,2,41.969128,-87.654875,BUS,Chicago Transit Authority,LAWRENCE,81,SHERIDAN & LAWRENCE,KIMBALL & LAWRENCE,2
70007095,1,2,3,41.968443,-87.713423,BUS,Chicago Transit Authority,KIMBALL-HOMAN,82,KIMBALL & LAWRENCE,KIMBALL & ADDISON,2
70007095,1,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007095,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007095,1,3,2,41.94222,-87.712455,BUS,Chicago Transit Authority,KIMBALL-HOMAN,82,KIMBALL & AVONDALE/HENDERSON,KIMBALL & LAWRENCE,0
70007095,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007101,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007101,1,2,2,41.896031,-87.635751,SUBWAY,Chicago Transit Authority,BROWN LINE,BROWN,CHICAGO/FRANKLIN,KIMBALL,2
70007101,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007101,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007101,1,3,2,41.967899,-87.713066,SUBWAY,Chicago Transit Authority,BROWN LINE,-9,KIMBALL,CHICAGO,0
70007101,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007101,2,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007101,2,2,2,41.885724,-87.63103,SUBWAY,Chicago Transit Authority,BLUE LINE,BLUE,CLARK/LAKE,CUMBERLAND,2
70007101,2,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007110,2,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007110,2,2,2,41.943745,-87.670962,SUBWAY,Chicago Transit Authority,BROWN LINE,BROWN,PAULINA,ADAMS/WABASH,2
70007110,2,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007110,2,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007110,2,3,2,41.878181,-87.629295,SUBWAY,Chicago Transit Authority,BLUE LINE,-9,JACKSON,LOGAN SQUARE,0
70007110,2,3,3,41.92989,-87.707794,BUS,Chicago Transit Authority,DIVERSEY,76,CTA BLUE LINE - LOGAN SQUARE,DIVERSEY & LOGAN,0
70007110,2,3,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007118,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007118,1,2,2,41.953773,-87.65493,SUBWAY,Chicago Transit Authority,RED LINE,-9,SHERIDAN,FULLERTON,0
70007118,1,2,3,41.925053,-87.652863,SUBWAY,Chicago Transit Authority,BROWN LINE,-9,FULLERTON,QUINCY,0
70007118,1,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007118,1,5,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007118,1,5,2,41.878723,-87.633743,SUBWAY,Chicago Transit Authority,PURPLE LINE,-9,QUINCY,FULLERTON,0
70007118,1,5,3,41.925053,-87.652863,SUBWAY,Chicago Transit Authority,RED LINE,-9,FULLERTON,SHERIDAN,0
70007118,1,5,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007126,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007126,1,2,2,41.940126,-87.644175,BUS,Chicago Transit Authority,BELMONT,77,BELMONT & BROADWAY,BELMONT,0
70007126,1,2,3,41.939751,-87.653381,SUBWAY,Chicago Transit Authority,BROWN LINE,-9,BELMONT,WASHINGTON/WELLS,0
70007126,1,2,4,41.882195,-87.633781,SUBWAY,Chicago Transit Authority,PINK LINE,-9,WASHINGTON/WELLS,POLK,0
70007126,1,2,5,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007126,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007126,1,3,2,41.871552,-87.669533,SUBWAY,Chicago Transit Authority,PINK LINE,-9,POLK,CLARK/LAKE,0
70007126,1,3,3,41.885752,-87.631555,SUBWAY,Chicago Transit Authority,BROWN LINE,-9,CLARK/LAKE,BELMONT,0
70007126,1,3,4,-9,-9,KISS AND RIDE,-9,-9,-9,-9,-9,1
70007132,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007132,1,2,2,42.033455,-87.679535,SUBWAY,Chicago Transit Authority,PURPLE LINE,-9,MAIN,LASALLE/VAN BUREN,0
70007132,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007132,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007132,1,3,2,41.876801,-87.631737,SUBWAY,Chicago Transit Authority,PURPLE LINE,-9,LASALLE/VAN BUREN,MAIN,1
70007132,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007138,1,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007138,1,4,2,41.95342,-87.747321,BUS,Chicago Transit Authority,MILWAUKEE,56,IL 50 / CICERO & IL 19 / IRVING PARK,STATE & WASHINGTON,2
70007138,1,4,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007138,1,6,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007138,1,6,2,41.880099,-87.629355,SUBWAY,Chicago Transit Authority,BLUE LINE,-9,MONROE,MONTROSE,0
70007138,1,6,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007138,2,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007138,2,2,2,41.953312,-87.746727,BUS,Chicago Transit Authority,IRVING PARK,80,IRVING PARK & MILWAUKEE/CICERO,IRVING PARK BLUE LINE STATION,0
70007138,2,2,3,41.952927,-87.729233,SUBWAY,Chicago Transit Authority,BLUE LINE,-9,IRVING PARK,CLARK/LAKE,0
70007138,2,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007138,2,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007138,2,3,2,41.885724,-87.63103,SUBWAY,Chicago Transit Authority,BLUE LINE,BLUE,CLARK/LAKE,MONTROSE-O'HARE,2
70007138,2,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007140,1,6,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007140,1,6,2,41.887856,-87.62439,BUS,Chicago Transit Authority,SHERIDAN,151,MICHIGAN & E. WACKER,STOCKTON & LASALLE,0
70007140,1,6,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007141,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007141,1,2,2,41.873882,-87.683913,BUS,Chicago Transit Authority,HARRISON,7,HARRISON & OAKLEY,POLK PINK LINE STATION,0
70007141,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007141,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007141,1,3,2,41.879393,-87.637018,BUS,Chicago Transit Authority,JACKSON,126,ADAMS & WACKER DR SB,OAKLEY & JACKSON,2
70007141,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007141,2,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007141,2,2,2,41.873882,-87.683913,BUS,Chicago Transit Authority,HARRISON,7,HARRISON & OAKLEY,JACKSON & FINANCIAL PLACE,0
70007141,2,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007141,2,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007141,2,3,2,41.879471,-87.631287,BUS,Chicago Transit Authority,HARRISON,7,ADAMS & CLARK,HARRISON & OAKLEY,0
70007141,2,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007144,1,3,1,-9,-9,PARK AND RIDE,-9,-9,-9,-9,-9,0
70007144,1,3,2,41.604522,-87.738242,HEAVY_RAIL,Metra,ROCK ISLAND,RI,OAK FOREST,LASALLE STREET,1
70007144,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007144,1,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007144,1,4,2,41.877071,-87.622979,HEAVY_RAIL,Metra,METRA ELECTRIC,141,VAN BUREN STREET,FLOSSMOOR,2
70007144,1,4,3,-9,-9,PARK AND RIDE,-9,-9,-9,-9,-9,0
70007148,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007148,1,2,2,41.890281,-87.959383,BUS,PACE,ST. CHARLES RD.,313,ST CHARLES,IL 38 / ROOSEVELT,2
70007148,1,2,3,41.860581,-87.992708,BUS,PACE,ROOSEVELT ROAD,301,IL 38 / ROOSEVELT,MAIN & FRONT / WASHINGTON / CRESCENT,2
70007148,1,2,4,41.86489,-88.106697,BUS,PACE,WHEATON-ADDISON,711,MAIN & FRONT / WASHINGTON / CRESCENT,ARMY TRAIL & SPRINGFIELD DR,2
70007148,1,2,5,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007148,1,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007148,1,4,2,41.876467,-88.064613,HEAVY_RAIL,Metra,UNION PACIFIC WEST,56,GLEN ELLYN,ELMHURST,2
70007148,1,4,3,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007148,2,2,1,-9,-9,KISS AND RIDE,-9,-9,-9,-9,-9,0
70007148,2,2,2,41.932753,-88.042136,BUS,PACE,CENTRAL DUPAGE,715,SWIFT & ARMY TRAIL,HIGHLAND & 22ND CT,2
70007148,2,2,3,41.845671,-88.011646,BUS,PACE,ST. CHARLES RD.,313,HIGHLAND & 22ND CT,ST CHARLES & VILLA,2
70007148,2,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007148,2,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007148,2,3,2,41.896517,-87.977454,HEAVY_RAIL,Metra,UNION PACIFIC WEST,UP-W,VILLA PARK,GLEN ELLYN,1
70007148,2,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007148,2,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007148,2,4,2,41.876467,-88.064613,HEAVY_RAIL,Metra,UNION PACIFIC WEST,56,GLEN ELLYN,ELMHURST,2
70007148,2,4,3,-9,-9,PARK AND RIDE,-9,-9,-9,-9,-9,2
70007176,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007176,1,2,2,41.924796,-87.700444,BUS,Chicago Transit Authority,FULLERTON,74,FULLERTON & MILWAUKEE,FULLERTON & SHEFFIELD,2
70007176,1,2,3,41.925059,-87.652872,SUBWAY,Chicago Transit Authority,RED LINE,RED,FULLERTON,SHERIDAN,2
70007176,1,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007176,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007176,1,3,2,41.953935,-87.654984,SUBWAY,Chicago Transit Authority,RED LINE,RED,SHERIDAN,JACKSON/STATE,2
70007176,1,3,3,41.87821,-87.629346,SUBWAY,Chicago Transit Authority,BLUE LINE,BLUE,JACKSON/DEARBORN,CALIFORNIA/MILWAUKEE,2
70007176,1,3,4,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007182,3,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007182,3,2,2,41.872118,-87.791594,SUBWAY,Chicago Transit Authority,BLUE LINE,BLUE,OAK PARK-CONGRESS,RACINE,2
70007182,3,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007182,3,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007182,3,3,2,41.875473,-87.649704,SUBWAY,Chicago Transit Authority,BLUE LINE,-9,UIC-HALSTED,OAK PARK,1
70007182,3,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007183,2,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007183,2,3,2,41.888603,-87.634087,BUS,Chicago Transit Authority,WATER TOWER EXPRESS,125,WELLS & MERCHANDISE MART,CLINTON & WASHINGTON,1
70007183,2,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007185,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007185,1,2,2,42.198059,-87.955827,HEAVY_RAIL,Metra,NORTH CENTRAL SERVICE,NCS,PRAIRIE VIEW,CHICAGO UNION STATION,1
70007185,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007185,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007185,1,3,2,41.878645,-87.640407,HEAVY_RAIL,Metra,NORTH CENTRAL SERVICE,NCS,CHICAGO UNION STATION,PRAIRIE VIEW,1
70007185,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007192,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007192,1,2,2,41.911178,-87.633136,BUS,Chicago Transit Authority,LASALLE,156,LA SALLE & NORTH,LA SALLE & WASHINGTON,2
70007192,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007192,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007192,1,3,2,41.884246,-87.632285,BUS,Chicago Transit Authority,LASALLE,156,LASALLE & RANDOLPH,LASALLE & SCHILLER,1
70007192,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007200,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007200,1,2,2,41.842289,-87.617126,BUS,Chicago Transit Authority,KING DRIVE,3,KING DRIVE & 29TH STREET,MICHIGAN & CONGRESS,0
70007200,1,2,3,41.875542,-87.624123,BUS,Chicago Transit Authority,JEFFERY JUMP,J14,MICHIGAN & CONGRESS,MADISON & CLINTON,0
70007200,1,2,4,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007200,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007200,1,3,2,41.87812,-87.63697,BUS,Chicago Transit Authority,STONY ISLAND,28,WACKER DR SB & JACKSON,US 41 / LAKE SHORE DR SB,2
70007200,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007205,1,2,1,-9,-9,PARK AND RIDE,-9,-9,-9,-9,-9,0
70007205,1,2,2,41.967654,-87.713226,SUBWAY,Chicago Transit Authority,BROWN LINE,BROWN,KIMBALL,MERCHANDISE MART,2
70007205,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007205,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007205,1,3,2,41.888969,-87.633926,SUBWAY,Chicago Transit Authority,BROWN LINE,-9,MERCHANDISE MART,ROCKWELL,1
70007205,1,3,3,-9,-9,PARK AND RIDE,-9,-9,-9,-9,-9,0
70007205,2,4,1,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007205,2,4,2,41.985546,-87.699237,BUS,Chicago Transit Authority,LINCOLN,11,US 41 / LINCOLN & CALIFORNIA,WESTERN,2
70007205,2,4,3,41.966284,-87.68853,SUBWAY,Chicago Transit Authority,BROWN LINE,BROWN,WESTERN-RAVENSWOOD,MERCHANDISE MART,2
70007205,2,4,4,-9,-9,WALKING,-9,-9,-9,-9,-9,2
70007205,2,5,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007205,2,5,2,41.885778,-87.631032,SUBWAY,Chicago Transit Authority,BROWN LINE,BROWN,CLARK/LAKE,FRANCISCO,2
70007205,2,5,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007205,2,6,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007205,2,6,2,41.975887,-87.698776,BUS,Chicago Transit Authority,FOSTER,92,FOSTER & CALIFORNIA,FOSTER & AVERS,0
70007205,2,6,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007222,1,2,1,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007222,1,2,2,41.967654,-87.713226,SUBWAY,Chicago Transit Authority,BROWN LINE,BROWN,KIMBALL,QUINCY/WELLS,2
70007222,1,2,3,-9,-9,WALKING,-9,-9,-9,-9,-9,0
70007222,1,3,1,-9,-9,WALKING,-9,-9,-9,-9,-9,1
70007222,1,3,2,41.878723,-87.633743,SUBWAY,Chicago Transit Authority,BROWN LINE,-9,QUINCY,KIMBALL,1
70007222,1,3,3,-9,-9,WALKING,-9,-9,-9,-9,-9,1
